Alumina (%Mass percent),Silica (%Mass percent),Liquid Ratio
46.95155,40.5,0.86
45.42551,42.75,0.86
45.0,43.44209,0.86
44.01979,45.0,0.86
42.75,47.1229,0.86
42.67259,47.25,0.86
0.0,39.25512,0.86
1.00512,38.25,0.86
2.25,37.08707,0.86
3.33707,36.0,0.86
4.5,34.875,0.86
5.71771,33.75,0.86
6.75,32.58526,0.86
7.84261,31.5,0.86
9.0,29.89374,0.86
9.56502,29.25,0.86
11.0275,27.0,0.86
11.25,26.62407,0.86
12.4542,24.75,0.86
13.5,22.60883,0.86
13.58346,22.5,0.86
13.67531,20.25,0.86
14.32932,18.0,0.86
15.11099,15.75,0.86
15.75,13.65408,0.86
15.84639,13.5,0.86
18.0,11.59256,0.86
18.39208,11.25,0.86
20.25,9.65747,0.86
21.0263,9.0,0.86
22.5,7.77928,0.86
23.7551,6.75,0.86
24.75,5.9547,0.86
26.58391,4.5,0.86
27.0,4.1796,0.86
29.25,2.45516,0.86
29.51873,2.25,0.86
31.5,0.78649,0.86
32.56646,0.0,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
0.82696,74.25,0.86
1.69798,76.5,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
1.69798,76.5,0.86
2.63732,78.75,0.86
2.25,77.8816,0.86
1.69798,76.5,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
3.21708,81.0,0.86
2.63732,78.75,0.86
2.25,77.8816,0.86
1.69798,76.5,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
3.52578,83.25,0.86
3.21708,81.0,0.86
2.63732,78.75,0.86
2.25,77.8816,0.86
1.69798,76.5,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
3.71836,85.5,0.86
3.52578,83.25,0.86
3.21708,81.0,0.86
2.63732,78.75,0.86
2.25,77.8816,0.86
1.69798,76.5,0.86
0.82696,74.25,0.86
0.0,72.05732,0.86
60.19531,0.0,0.88
58.5,1.56949,0.88
57.76028,2.25,0.88
56.25,3.57702,0.88
55.19375,4.5,0.88
54.0,5.50359,0.88
52.50537,6.75,0.88
51.75,7.36342,0.88
49.70484,9.0,0.88
49.5,9.16312,0.88
47.25,10.93088,0.88
46.84242,11.25,0.88
45.0,12.6946,0.88
43.94918,13.5,0.88
42.75,14.46292,0.88
41.06691,15.75,0.88
40.5,16.2447,0.88
38.29868,18.0,0.88
38.25,18.05104,0.88
36.0,20.14953,0.88
35.88231,20.25,0.88
34.10428,22.5,0.88
33.75,23.66945,0.88
33.37534,24.75,0.88
33.75,25.70755,0.88
34.79146,27.0,0.88
36.0,27.54324,0.88
38.25,28.01823,0.88
40.5,28.18463,0.88
42.75,28.22717,0.88
45.0,28.29823,0.88
47.25,28.58994,0.88
49.06263,29.25,0.88
49.5,29.49152,0.88
50.84166,31.5,0.88
51.19383,33.75,0.88
50.11481,36.0,0.88
49.5,36.61481,0.88
48.34001,38.25,0.88
47.25,39.64583,0.88
46.58739,40.5,0.88
45.00143,42.75,0.88
45.0,42.75233,0.88
43.58579,45.0,0.88
42.75,46.39733,0.88
42.23067,47.25,0.88
0.0,39.43296,0.88
1.18296,38.25,0.88
2.25,37.2532,0.88
3.5032,36.0,0.88
4.5,35.03572,0.88
5.89166,33.75,0.88
6.75,32.78153,0.88
8.04021,31.5,0.88
9.0,30.16798,0.88
9.80573,29.25,0.88
11.20947,27.0,0.88
11.25,26.93153,0.88
12.65176,24.75,0.88
13.5,23.01332,0.88
13.89366,22.5,0.88
14.01357,20.25,0.88
14.57693,18.0,0.88
15.46137,15.75,0.88
15.75,14.80331,0.88
16.56537,13.5,0.88
18.0,12.22935,0.88
19.12092,11.25,0.88
20.25,10.2822,0.88
21.76395,9.0,0.88
22.5,8.39031,0.88
24.50018,6.75,0.88
24.75,6.5503,0.88
27.0,4.7643,0.88
27.33507,4.5,0.88
29.25,3.03148,0.88
30.27362,2.25,0.88
31.5,1.3441,0.88
33.32257,0.0,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
0.29576,72.0,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
1.06212,74.25,0.88
1.93636,76.5,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
2.90342,78.75,0.88
2.25,77.285,0.88
1.93636,76.5,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
3.40035,81.0,0.88
2.90342,78.75,0.88
2.25,77.285,0.88
1.93636,76.5,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
3.66496,83.25,0.88
3.40035,81.0,0.88
2.90342,78.75,0.88
2.25,77.285,0.88
1.93636,76.5,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
3.83002,85.5,0.88
3.66496,83.25,0.88
3.40035,81.0,0.88
2.90342,78.75,0.88
2.25,77.285,0.88
1.93636,76.5,0.88
1.06212,74.25,0.88
0.29576,72.0,0.88
0.0,71.43397,0.88
59.44742,0.0,0.9
58.5,0.87711,0.9
57.00766,2.25,0.9
56.25,2.91572,0.9
54.43696,4.5,0.9
54.0,4.86735,0.9
51.75,6.74409,0.9
51.74294,6.75,0.9
49.5,8.57438,0.9
48.97278,9.0,0.9
47.25,10.3635,0.9
46.11777,11.25,0.9
45.0,12.12642,0.9
43.20787,13.5,0.9
42.75,13.86766,0.9
40.5,15.60392,0.9
40.3102,15.75,0.9
38.25,17.45493,0.9
37.55641,18.0,0.9
36.0,19.45963,0.9
35.07418,20.25,0.9
33.75,21.83672,0.9
33.12009,22.5,0.9
32.08828,24.75,0.9
32.61759,27.0,0.9
33.75,27.88488,0.9
36.0,28.73471,0.9
38.25,29.06292,0.9
40.5,29.15417,0.9
42.75,29.17869,0.9
44.21167,29.25,0.9
45.0,29.29369,0.9
47.25,29.76736,0.9
49.5,31.16688,0.9
49.72252,31.5,0.9
50.24882,33.75,0.9
49.59806,36.0,0.9
49.5,36.09806,0.9
47.97343,38.25,0.9
47.25,39.17639,0.9
46.22324,40.5,0.9
45.0,42.23518,0.9
44.60871,42.75,0.9
43.1518,45.0,0.9
42.75,45.67175,0.9
41.78875,47.25,0.9
40.5,49.44816,0.9
40.46918,49.5,0.9
0.0,39.6108,0.9
1.3608,38.25,0.9
2.25,37.41934,0.9
3.66934,36.0,0.9
4.5,35.19643,0.9
6.06562,33.75,0.9
6.75,32.97781,0.9
8.23782,31.5,0.9
9.0,30.44223,0.9
10.04644,29.25,0.9
11.25,27.30273,0.9
11.55273,27.0,0.9
12.84933,24.75,0.9
13.5,23.41781,0.9
14.20386,22.5,0.9
14.35183,20.25,0.9
14.82453,18.0,0.9
15.75,15.85132,0.9
15.84884,15.75,0.9
17.28434,13.5,0.9
18.0,12.86615,0.9
19.84976,11.25,0.9
20.25,10.90693,0.9
22.5,9.00135,0.9
22.50161,9.0,0.9
24.75,7.1538,0.9
25.24614,6.75,0.9
27.0,5.35709,0.9
28.08658,4.5,0.9
29.25,3.6078,0.9
31.0285,2.25,0.9
31.5,1.90172,0.9
33.75,0.24215,0.9
34.07869,0.0,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
0.62147,72.0,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
1.29729,74.25,0.9
2.17473,76.5,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
3.16952,78.75,0.9
2.25,76.6884,0.9
2.17473,76.5,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
3.58363,81.0,0.9
3.16952,78.75,0.9
2.25,76.6884,0.9
2.17473,76.5,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
3.80413,83.25,0.9
3.58363,81.0,0.9
3.16952,78.75,0.9
2.25,76.6884,0.9
2.17473,76.5,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
3.94168,85.5,0.9
3.80413,83.25,0.9
3.58363,81.0,0.9
3.16952,78.75,0.9
2.25,76.6884,0.9
2.17473,76.5,0.9
1.29729,74.25,0.9
0.62147,72.0,0.9
0.0,70.81064,0.9
58.69954,0.0,0.92
58.5,0.18473,0.92
56.25503,2.25,0.92
56.25,2.25442,0.92
54.0,4.24119,0.92
53.70217,4.5,0.92
51.75,6.14886,0.92
51.03143,6.75,0.92
49.5,7.99565,0.92
48.25589,9.0,0.92
47.25,9.79612,0.92
45.39312,11.25,0.92
45.0,11.55824,0.92
42.75,13.29769,0.92
42.48896,13.5,0.92
40.5,15.06628,0.92
39.61162,15.75,0.92
38.25,16.87682,0.92
36.82077,18.0,0.92
36.0,18.76974,0.92
34.26606,20.25,0.92
33.75,20.86837,0.92
32.20046,22.5,0.92
31.5,23.81363,0.92
30.92743,24.75,0.92
30.9218,27.0,0.92
31.5,27.79343,0.92
33.57146,29.25,0.92
33.75,29.31884,0.92
36.0,29.80897,0.92
38.25,30.01833,0.92
40.5,30.08984,0.92
42.75,30.15258,0.92
45.0,30.37477,0.92
47.25,31.05254,0.92
47.93159,31.5,0.92
49.26059,33.75,0.92
48.86973,36.0,0.92
47.60684,38.25,0.92
47.25,38.70696,0.92
45.85908,40.5,0.92
45.0,41.71862,0.92
44.21609,42.75,0.92
42.75,44.95618,0.92
42.70904,45.0,0.92
41.34683,47.25,0.92
40.5,48.6944,0.92
40.02106,49.5,0.92
0.0,39.78864,0.92
1.53864,38.25,0.92
2.25,37.58547,0.92
3.83547,36.0,0.92
4.5,35.35714,0.92
6.23958,33.75,0.92
6.75,33.17409,0.92
8.43543,31.5,0.92
9.0,30.71647,0.92
10.28716,29.25,0.92
11.25,27.69218,0.92
11.94218,27.0,0.92
13.04689,24.75,0.92
13.5,23.82231,0.92
14.51406,22.5,0.92
14.69009,20.25,0.92
15.07214,18.0,0.92
15.75,16.42619,0.92
16.40961,15.75,0.92
18.0,13.50366,0.92
18.00358,13.5,0.92
20.25,11.55303,0.92
20.58003,11.25,0.92
22.5,9.62203,0.92
23.24145,9.0,0.92
24.75,7.7613,0.92
25.99255,6.75,0.92
27.0,5.94989,0.92
28.83809,4.5,0.92
29.25,4.18412,0.92
31.5,2.50052,0.92
31.78345,2.25,0.92
33.75,0.79917,0.92
34.83481,0.0,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
0.94718,72.0,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
1.53245,74.25,0.92
2.57865,76.5,0.92
2.25,76.08788,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
3.43561,78.75,0.92
2.57865,76.5,0.92
2.25,76.08788,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
3.7669,81.0,0.92
3.43561,78.75,0.92
2.57865,76.5,0.92
2.25,76.08788,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
3.94331,83.25,0.92
3.7669,81.0,0.92
3.43561,78.75,0.92
2.57865,76.5,0.92
2.25,76.08788,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
4.05335,85.5,0.92
3.94331,83.25,0.92
3.7669,81.0,0.92
3.43561,78.75,0.92
2.57865,76.5,0.92
2.25,76.08788,0.92
1.53245,74.25,0.92
0.94718,72.0,0.92
0.0,70.18731,0.92
58.00567,0.0,0.94
56.25,1.62872,0.94
55.56121,2.25,0.94
54.0,3.62879,0.94
52.99745,4.5,0.94
51.75,5.55363,0.94
50.31992,6.75,0.94
49.5,7.41692,0.94
47.53901,9.0,0.94
47.25,9.22874,0.94
45.0,10.95228,0.94
44.69065,11.25,0.94
42.75,12.76859,0.94
41.80623,13.5,0.94
40.5,14.52864,0.94
38.91304,15.75,0.94
38.25,16.29871,0.94
36.08514,18.0,0.94
36.0,18.07985,0.94
33.75,20.00808,0.94
33.4921,20.25,0.94
31.5,22.32303,0.94
31.3107,22.5,0.94
29.87285,24.75,0.94
29.47933,27.0,0.94
30.96582,29.25,0.94
31.5,29.58232,0.94
33.75,30.40414,0.94
36.0,30.79392,0.94
38.25,30.95425,0.94
40.5,31.02178,0.94
42.75,31.12828,0.94
45.0,31.45584,0.94
45.13268,31.5,0.94
47.25,32.55109,0.94
48.10739,33.75,0.94
48.09186,36.0,0.94
47.25,38.19609,0.94
47.22922,38.25,0.94
45.49493,40.5,0.94
45.0,41.20207,0.94
43.82348,42.75,0.94
42.75,44.36537,0.94
42.15678,45.0,0.94
40.90491,47.25,0.94
40.5,47.94063,0.94
39.57293,49.5,0.94
0.0,39.96648,0.94
1.71648,38.25,0.94
2.25,37.7516,0.94
4.0016,36.0,0.94
4.5,35.51786,0.94
6.41354,33.75,0.94
6.75,33.37037,0.94
8.63303,31.5,0.94
9.0,30.99072,0.94
10.52787,29.25,0.94
11.25,28.08164,0.94
12.33164,27.0,0.94
13.24446,24.75,0.94
13.5,24.2268,0.94
14.82426,22.5,0.94
15.02836,20.25,0.94
15.31974,18.0,0.94
15.75,17.00106,0.94
16.97038,15.75,0.94
18.0,14.29572,0.94
18.77907,13.5,0.94
20.25,12.22514,0.94
21.31204,11.25,0.94
22.5,10.24272,0.94
23.98129,9.0,0.94
24.75,8.3688,0.94
26.73896,6.75,0.94
27.0,6.54268,0.94
29.25,4.897,0.94
29.66532,4.5,0.94
31.5,3.16784,0.94
32.53848,2.25,0.94
33.75,1.3562,0.94
35.59092,0.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
0.20357,69.75,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
1.27288,72.0,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
3.05899,76.5,0.94
2.25,75.48555,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
3.70171,78.75,0.94
3.05899,76.5,0.94
2.25,75.48555,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
3.95018,81.0,0.94
3.70171,78.75,0.94
3.05899,76.5,0.94
2.25,75.48555,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
4.08248,83.25,0.94
3.95018,81.0,0.94
3.70171,78.75,0.94
3.05899,76.5,0.94
2.25,75.48555,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
4.16501,85.5,0.94
4.08248,83.25,0.94
3.95018,81.0,0.94
3.70171,78.75,0.94
3.05899,76.5,0.94
2.25,75.48555,0.94
1.76761,74.25,0.94
1.27288,72.0,0.94
0.20357,69.75,0.94
0.0,69.54643,0.94
57.33146,0.0,0.96
56.25,1.00327,0.96
54.86779,2.25,0.96
54.0,3.01639,0.96
52.29272,4.5,0.96
51.75,4.9584,0.96
49.60841,6.75,0.96
49.5,6.83818,0.96
47.25,8.48287,0.96
46.73287,9.0,0.96
45.0,10.30152,0.96
44.01449,11.25,0.96
42.75,12.23948,0.96
41.1235,13.5,0.96
40.5,13.991,0.96
38.25,15.6942,0.96
38.1942,15.75,0.96
36.0,17.31019,0.96
35.31019,18.0,0.96
33.75,19.33872,0.96
32.77852,20.25,0.96
31.5,21.58046,0.96
30.5164,22.5,0.96
29.25,24.2903,0.96
28.8677,24.75,0.96
28.2469,27.0,0.96
29.0097,29.25,0.96
29.25,29.48552,0.96
31.5,30.84045,0.96
33.75,31.48945,0.96
33.82472,31.5,0.96
36.0,31.77901,0.96
38.25,31.89077,0.96
40.5,31.97679,0.96
42.75,32.16394,0.96
45.0,32.70284,0.96
46.72126,33.75,0.96
47.25,35.45359,0.96
47.314,36.0,0.96
47.25,36.16694,0.96
46.44705,38.25,0.96
45.13078,40.5,0.96
45.0,40.68551,0.96
43.43086,42.75,0.96
42.75,43.77456,0.96
41.60452,45.0,0.96
40.5,47.15956,0.96
40.40956,47.25,0.96
39.12481,49.5,0.96
38.25,51.01294,0.96
37.52489,51.75,0.96
0.0,40.14432,0.96
1.89432,38.25,0.96
2.25,37.91773,0.96
4.16773,36.0,0.96
4.5,35.67857,0.96
6.5875,33.75,0.96
6.75,33.56664,0.96
8.83064,31.5,0.96
9.0,31.26496,0.96
10.76858,29.25,0.96
11.25,28.47109,0.96
12.72109,27.0,0.96
13.44202,24.75,0.96
13.5,24.63129,0.96
15.13447,22.5,0.96
15.36662,20.25,0.96
15.56734,18.0,0.96
15.75,17.57592,0.96
17.53116,15.75,0.96
18.0,15.08778,0.96
19.55456,13.5,0.96
20.25,12.89726,0.96
22.04406,11.25,0.96
22.5,10.8634,0.96
24.72114,9.0,0.96
24.75,8.9763,0.96
27.0,7.54206,0.96
27.83154,6.75,0.96
29.25,5.77551,0.96
30.58437,4.5,0.96
31.5,3.83516,0.96
33.29352,2.25,0.96
33.75,1.91323,0.96
36.0,0.67531,0.96
36.78084,0.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
0.88571,69.75,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
1.59859,72.0,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
3.53933,76.5,0.96
2.25,74.88322,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
3.96781,78.75,0.96
3.53933,76.5,0.96
2.25,74.88322,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
4.13345,81.0,0.96
3.96781,78.75,0.96
3.53933,76.5,0.96
2.25,74.88322,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
4.22165,83.25,0.96
4.13345,81.0,0.96
3.96781,78.75,0.96
3.53933,76.5,0.96
2.25,74.88322,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
4.27667,85.5,0.96
4.22165,83.25,0.96
4.13345,81.0,0.96
3.96781,78.75,0.96
3.53933,76.5,0.96
2.25,74.88322,0.96
2.00278,74.25,0.96
1.59859,72.0,0.96
0.88571,69.75,0.96
0.0,68.86429,0.96
56.65726,0.0,0.98
56.25,0.37781,0.98
54.17437,2.25,0.98
54.0,2.40399,0.98
51.75,4.07944,0.98
51.32944,4.5,0.98
49.5,5.71778,0.98
48.46778,6.75,0.98
47.25,7.61643,0.98
45.86643,9.0,0.98
45.0,9.65076,0.98
43.33833,11.25,0.98
42.75,11.71037,0.98
40.5,13.32039,0.98
40.32039,13.5,0.98
38.25,14.5971,0.98
37.0971,15.75,0.98
36.0,16.5301,0.98
34.5301,18.0,0.98
33.75,18.66936,0.98
32.06493,20.25,0.98
31.5,20.83789,0.98
29.7221,22.5,0.98
29.25,23.1674,0.98
27.93385,24.75,0.98
27.05416,27.0,0.98
27.42446,29.25,0.98
29.25,31.03926,0.98
30.11391,31.5,0.98
31.5,32.22538,0.98
33.75,32.6195,0.98
36.0,32.76451,0.98
38.25,32.82815,0.98
40.5,32.9561,0.98
42.75,33.2365,0.98
44.42335,33.75,0.98
45.0,34.06864,0.98
46.17326,36.0,0.98
45.66488,38.25,0.98
45.0,39.53283,0.98
44.12122,40.5,0.98
43.03824,42.75,0.98
42.75,43.18375,0.98
41.05226,45.0,0.98
40.5,46.07978,0.98
39.32978,47.25,0.98
38.67669,49.5,0.98
38.25,50.23793,0.98
36.76245,51.75,0.98
0.0,40.32216,0.98
2.07216,38.25,0.98
2.25,38.08387,0.98
4.33387,36.0,0.98
4.5,35.83929,0.98
6.75,33.88899,0.98
6.88899,33.75,0.98
9.0,31.78142,0.98
9.28142,31.5,0.98
11.00929,29.25,0.98
11.25,28.86055,0.98
13.11055,27.0,0.98
13.5,25.68154,0.98
14.43154,24.75,0.98
15.44467,22.5,0.98
15.70488,20.25,0.98
15.75,19.49154,0.98
16.8944,18.0,0.98
18.0,16.63379,0.98
18.82033,15.75,0.98
20.25,14.09717,0.98
20.84529,13.5,0.98
22.5,12.52782,0.98
23.83838,11.25,0.98
24.75,10.77542,0.98
26.61732,9.0,0.98
27.0,8.76011,0.98
29.1103,6.75,0.98
29.25,6.65402,0.98
31.5,4.51945,0.98
31.53191,4.5,0.98
33.75,3.60959,0.98
35.66061,2.25,0.98
36.0,2.14665,0.98
38.25,0.62841,0.98
39.63395,0.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
1.56786,69.75,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
1.92429,72.0,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.36083,83.25,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.38834,85.5,0.98
4.36083,83.25,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
